id,name,email,dept,system,dept_name
V330CYFTX1YGBR0DP,Tyler Brewer,joyce00@example.net,WORK,KLSE,Slack
V330CYFTX1YGBR0DP,Tyler Brewer,joyce00@example.net,WORK,NASDAQ,Slack
V330CYFTX1YGBR0DP,Tyler Brewer,joyce00@example.net,WORK,NYSE,Slack
V330CYFTX1YGBR0DP,Tyler Brewer,joyce00@example.net,WORK,SGX,Slack
V330CYFTX1YGBR0DP,Tyler Brewer,joyce00@example.net,WORK,HKEX,Slack
V330CYFTX1YGBR0DP,Tyler Brewer,joyce00@example.net,WORK,LSE,Slack
CTTUYFDP6NDCWZXCD,Brandon Baker,lisacollier@example.com,WORK,KLSE,Slack
CTTUYFDP6NDCWZXCD,Brandon Baker,lisacollier@example.com,WORK,NASDAQ,Slack
BUBW3U4G346YWNN06,Karen Bird,nlopez@example.net,WORK,KLSE,Slack
BUBW3U4G346YWNN06,Karen Bird,nlopez@example.net,WORK,NASDAQ,Slack
BUBW3U4G346YWNN06,Karen Bird,nlopez@example.net,WORK,NYSE,Slack
BUBW3U4G346YWNN06,Karen Bird,nlopez@example.net,WORK,SGX,Slack
BUBW3U4G346YWNN06,Karen Bird,nlopez@example.net,WORK,HKEX,Slack
BUBW3U4G346YWNN06,Karen Bird,nlopez@example.net,WORK,LSE,Slack
BUBW3U4G346YWNN06,Karen Bird,nlopez@example.net,WORK,TSE,Slack
1F265APG6A21SFKER,Daniel Charles,lopezbrian@example.org,WORK,KLSE,Slack
1F265APG6A21SFKER,Daniel Charles,lopezbrian@example.org,WORK,NASDAQ,Slack
1F265APG6A21SFKER,Daniel Charles,lopezbrian@example.org,WORK,NYSE,Slack
1F265APG6A21SFKER,Daniel Charles,lopezbrian@example.org,WORK,SGX,Slack
1F265APG6A21SFKER,Daniel Charles,lopezbrian@example.org,WORK,HKEX,Slack
1F265APG6A21SFKER,Daniel Charles,lopezbrian@example.org,WORK,LSE,Slack
1F265APG6A21SFKER,Daniel Charles,lopezbrian@example.org,WORK,TSE,Slack
1F265APG6A21SFKER,Daniel Charles,lopezbrian@example.org,WORK,SSE,Slack
1F265APG6A21SFKER,Daniel Charles,lopezbrian@example.org,WORK,BSE,Slack
JEH2YWFA8DKD7XP6C,Michael Mcdaniel,davidromero@example.org,WORK,KLSE,Slack
JEH2YWFA8DKD7XP6C,Michael Mcdaniel,davidromero@example.org,WORK,NASDAQ,Slack
JEH2YWFA8DKD7XP6C,Michael Mcdaniel,davidromero@example.org,WORK,NYSE,Slack
P6XB1GZY4F3YAB11G,Patrick Cox,gerald40@example.net,WORK,KLSE,Slack
P6XB1GZY4F3YAB11G,Patrick Cox,gerald40@example.net,WORK,NASDAQ,Slack
DLZRZ60M827KR53CX,Yolanda Tran,michelleharding@example.org,WORK,KLSE,Slack
DLZRZ60M827KR53CX,Yolanda Tran,michelleharding@example.org,WORK,NASDAQ,Slack
DLZRZ60M827KR53CX,Yolanda Tran,michelleharding@example.org,WORK,NYSE,Slack
DLZRZ60M827KR53CX,Yolanda Tran,michelleharding@example.org,WORK,SGX,Slack
DLZRZ60M827KR53CX,Yolanda Tran,michelleharding@example.org,WORK,HKEX,Slack
DLZRZ60M827KR53CX,Yolanda Tran,michelleharding@example.org,WORK,LSE,Slack
DLZRZ60M827KR53CX,Yolanda Tran,michelleharding@example.org,WORK,TSE,Slack
DLZRZ60M827KR53CX,Yolanda Tran,michelleharding@example.org,WORK,SSE,Slack
S0L5YU7X44AW55KUD,Shannon Mercer,vasquezchristine@example.com,WORK,KLSE,Slack
S0L5YU7X44AW55KUD,Shannon Mercer,vasquezchristine@example.com,WORK,NASDAQ,Slack
S0L5YU7X44AW55KUD,Shannon Mercer,vasquezchristine@example.com,WORK,NYSE,Slack
S0L5YU7X44AW55KUD,Shannon Mercer,vasquezchristine@example.com,WORK,SGX,Slack
S0L5YU7X44AW55KUD,Shannon Mercer,vasquezchristine@example.com,WORK,HKEX,Slack
E36Y62VEX400UXBLW,Emma Bowman,nicholas70@example.org,WORK,KLSE,Slack
E36Y62VEX400UXBLW,Emma Bowman,nicholas70@example.org,WORK,NASDAQ,Slack
